N5.HOG0000000,Ictalurus_punctatus---rna-XM_053685317.1
N5.HOG0028845,Synaphobranchus_kaupii---mrna.SKAU_T00135550
N5.HOG0028846,Synaphobranchus_kaupii---mrna.SKAU_T00320460
N5.HOG0028847,Menidia_menidia---rna-MMEN_LOCUS17394
N5.HOG0028848,Electrophorus_voltai---E.voltai_04175
N5.HOG0028849,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS1270765
N5.HOG0028850,Electrona_antarctica---g17494.t1
N5.HOG0028851,Lateolabrax_maculatus---g14251.t1
N5.HOG0028852,Scortum_barcoo---S.barcoo_19112
N5.HOG0028853,Caranx_melampygus---mRNA6043
N5.HOG0028854,Cirrhinus_molitorella---evm.model.Chr15.453
N5.HOG0028855,Bagarius_yarrelli---mrna.Baya_16327
N5.HOG0028856,Aldrovandia_affinis---mrna.AAFF_T00403910
N5.HOG0028857,Takifugu_bimaculatus---evm.model.000009F_arrow_pilon.103
N5.HOG0028858,Cyclopterus_lumpus---rna-XM_034545504.1
N5.HOG0028859,Brienomyrus_brachyistius---rna-XM_048994421.1
N5.HOG0028860,Prochilodus_magdalenae---PM_28472
N5.HOG0028861,Clarias_magur---DAT39_007133-RA_mrna
N5.HOG0028862,Nothobranchius_furzeri---rna-XM_054731047.1
N5.HOG0028863,Cirrhinus_molitorella---evm.model.Chr09.646
N5.HOG0028864,Syngnathoides_biaculeatus---rna-XM_061802041.1
N5.HOG0028865,Coryphaenoides_rupestris---CRUPGENE058776-RA
N5.HOG0028866,Plectropomus_leopardus---rna-XM_042513813.1
N5.HOG0028867,Menidia_menidia---rna-MMEN_LOCUS11972
N5.HOG0028868,Caranx_melampygus---mRNA3164
N5.HOG0028869,Channa_striata---evm.model.LG01.496
N5.HOG0028870,Prochilodus_magdalenae---PM_22774
N5.HOG0028871,Scortum_barcoo---S.barcoo_13965
N5.HOG0028872,Megalops_atlanticus---MATL_T00009670
N5.HOG0028873,Lucifuga_dentata---LDENT00123120_mrna
N5.HOG0028874,Channa_striata---evm.model.LG16.826
N5.HOG0028875,Bagarius_yarrelli---mrna.Baya_11740
N5.HOG0028876,Entelurus_aequoreus---rna-XM_062062890.1
N5.HOG0028877,Albula_glossodonta---mRNA26631
N5.HOG0028878,Bagarius_yarrelli---mrna.Baya_11666
N5.HOG0028879,Albula_glossodonta---mRNA27303
N5.HOG0028880,Boleophthalmus_pectinirostris---rna-XM_055148239.1
N5.HOG0028881,Danionella_translucida---DT07410-RA
N5.HOG0028882,Electrophorus_voltai---E.voltai_16516
N5.HOG0028883,Caranx_melampygus---mRNA3465
N5.HOG0028884,Aldrovandia_affinis---mrna.AAFF_T00062780
N5.HOG0028885,Muraenolepis_orangiensis---S400009154-RA
N5.HOG0028886,Scortum_barcoo---S.barcoo_18676
N5.HOG0028887,Danionella_translucida---DT15511-RC
N5.HOG0028888,Nerophis_lumbriciformis---rna-XM_061941505.1
N5.HOG0028889,Pogonophryne_albipinna---S600006370-RA
N5.HOG0028890,Albula_glossodonta---mRNA23128
N5.HOG0028891,Coryphaenoides_rupestris---CRUPGENE012982-RA
N5.HOG0028892,Cirrhinus_molitorella---evm.model.Chr23.683
N5.HOG0028893,Albula_glossodonta---mRNA16614
N5.HOG0028894,Nothobranchius_furzeri---rna-XM_054734305.1
N5.HOG0028895,Channa_striata---evm.model.LG11.1219
N5.HOG0028896,Hemibagrus_guttatus---male_24091
N5.HOG0028897,Cyclopterus_lumpus---rna-XM_034537839.1
N5.HOG0028898,Chelmon_rostratus---rna-XM_041944945.1
N5.HOG0028899,Solea_solea---rna-XM_058638335.1
N5.HOG0028900,Silurus_asotus---mrna.C0J50_17908
N5.HOG0028901,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS3956671
N5.HOG0028902,Danionella_translucida---DT17381-RA
N5.HOG0028903,Albula_glossodonta---mRNA20893
N5.HOG0028904,Anabarilius_grahami---mrna.DPX16_23179
N5.HOG0028905,Bagarius_yarrelli---mrna.Baya_15390
N5.HOG0028906,Champsocephalus_esox---g_30330.t1
N5.HOG0028907,Dissostichus_mawsoni---DM00006811-RA
N5.HOG0028908,Caranx_melampygus---mRNA15679
N5.HOG0028909,Chaenocephalus_aceratus---CAt00005693.1
N5.HOG0028910,Caranx_melampygus---mRNA7764
N5.HOG0028911,Albula_glossodonta---mRNA27432
N5.HOG0028912,Cirrhinus_molitorella---evm.model.Chr04.1012
N5.HOG0028913,Albula_glossodonta---mRNA17242
N5.HOG0028914,Synaphobranchus_kaupii---mrna.SKAU_T00365470
N5.HOG0028915,Caranx_melampygus---mRNA8085
N5.HOG0028916,Alosa_alosa---rna-XM_048238085.1
N5.HOG0028917,Coryphaenoides_rupestris---CRUPGENE051694-RA
N5.HOG0028918,Caranx_melampygus---mRNA20380
N5.HOG0028919,Lates_japonicus---gene-AKAME5_000095900
N5.HOG0028920,Bagarius_yarrelli---mrna.Baya_13474
N5.HOG0028921,Salvelinus_fontinalis---rna-XM_055927961.1
N5.HOG0028922,Paramormyrops_kingsleyae---rna-XM_023824604.1
N5.HOG0028923,Anabarilius_grahami---mrna.DPX16_20388
N5.HOG0028924,Cirrhinus_molitorella---evm.model.Chr03.1101
N5.HOG0028925,Clarias_magur---DAT39_013131-RA_mrna
N5.HOG0028926,Prochilodus_magdalenae---PM_13764
N5.HOG0028927,Sardina_pilchardus---rna-XM_062552018.1
N5.HOG0028928,Muraenolepis_orangiensis---S400021649-RA
N5.HOG0028929,Notolabrus_celidotus---rna-XM_034675158.1
N5.HOG0028930,Scophthalmus_maximus---rna-XM_035611014.2
N5.HOG0028931,Xiphophorus_hellerii---rna-XM_032548047.1
N5.HOG0028932,Xiphias_gladius---rna-XM_040136869.1
N5.HOG0028933,Salarias_fasciatus---rna-XM_030116182.1
N5.HOG0028934,Sinocyclocheilus_anshuiensis---rna-XM_016479458.1
N5.HOG0028935,Dissostichus_mawsoni---DM00017706-RA
N5.HOG0028936,Silurus_asotus---mrna.C0J50_14248
N5.HOG0028937,Solea_solea---rna-XM_058615988.1
N5.HOG0028938,Girardinichthys_multiradiatus---rna-XM_047345361.1
N5.HOG0028939,Oncorhynchus_gorbuscha---rna-XM_046308049.1
N5.HOG0028940,Anabarilius_grahami---mrna.DPX16_16178
N5.HOG0028941,Gymnothorax_javanicus---GJAV_T00004110
N5.HOG0028942,Pungitius_pungitius---rna-XM_037486215.2
N5.HOG0028943,Silurus_asotus---mrna.C0J50_14966
N5.HOG0028944,Caranx_melampygus---mRNA17412
N5.HOG0028945,Dissostichus_mawsoni---DM00004229-RA
N5.HOG0028946,Megalops_cyprinoides---rna-XM_036539722.1
N5.HOG0028947,Engraulis_encrasicolus---rna-XM_063198737.1
N5.HOG0028948,Anguilla_anguilla---rna-XM_035381731.1
N5.HOG0028949,Cirrhinus_molitorella---evm.model.Chr07.173
N5.HOG0028950,Caranx_melampygus---mRNA23537
N5.HOG0028951,Gymnothorax_javanicus---GJAV_T00192120
N5.HOG0028952,Melanotaenia_boesemani---rna-XM_041980855.1
N5.HOG0028953,Dissostichus_mawsoni---DM00002042-RA
N5.HOG0028954,Megalops_atlanticus---MATL_T00071920
N5.HOG0028955,Poecilia_reticulata---rna-XM_008413274.2
N5.HOG0028956,Channa_striata---evm.model.LG01.1284
N5.HOG0028957,Coregonus_suidteri---mrna.J4Q44_T00172370
N5.HOG0028958,Engraulis_encrasicolus---rna-XM_063220886.1
N5.HOG0028959,Channa_striata---evm.model.LG19.366
N5.HOG0028960,Pangasius_djambal---PDJAM_T00039920
N5.HOG0028961,Megalops_atlanticus---MATL_T00000520
N5.HOG0028962,Paramormyrops_kingsleyae---rna-XM_023842727.1
N5.HOG0028963,Carassius_auratus---rna-XM_026248212.1
N5.HOG0028964,Nibea_albiflora---Mianyu0004604
N5.HOG0028965,Caranx_melampygus---mRNA31541
N5.HOG0028966,Albula_glossodonta---mRNA24735
N5.HOG0028967,Brienomyrus_brachyistius---rna-XM_049015681.1
N5.HOG0028968,Scleropages_formosus---rna-XM_018764273.1
N5.HOG0028969,Scleropages_formosus---rna-XM_018734999.2
N5.HOG0028970,Megalobrama_amblycephala---rna-XM_048175560.1
N5.HOG0028971,Poecilia_formosa---rna-XM_007567563.2
N5.HOG0028972,Albula_glossodonta---mRNA14477
N5.HOG0028973,Danionella_translucida---DT27979-RA
N5.HOG0028974,Silurus_asotus---mrna.C0J50_15821
N5.HOG0028975,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS3226313
N5.HOG0028976,Ictalurus_punctatus---rna-NM_001200938.1
N5.HOG0028977,Engraulis_encrasicolus---rna-XM_063190717.1
N5.HOG0028978,Xyrauchen_texanus---rna-XM_052154607.1
N5.HOG0028979,Ameiurus_melas---AMELA_T00131760
N5.HOG0028980,Engraulis_encrasicolus---rna-XM_063196840.1
N5.HOG0028981,Caranx_melampygus---mRNA23890
N5.HOG0028982,Electrophorus_electricus---rna-XM_027029370.2
N5.HOG0028983,Caranx_melampygus---mRNA8442
N5.HOG0028984,Caranx_melampygus---mRNA13392
N5.HOG0028985,Cirrhinus_molitorella---evm.model.Chr20.146
N5.HOG0028986,Megalops_atlanticus---MATL_T00185310
N5.HOG0028987,Coryphaenoides_rupestris---CRUPGENE052803-RA
N5.HOG0028988,Albula_glossodonta---mRNA8743
N5.HOG0028989,Silurus_asotus---mrna.C0J50_20141
N5.HOG0028990,Tetraodon_nigroviridis---gene-GSTEN_00027695_G_001
N5.HOG0028991,Coregonus_suidteri---mrna.J4Q44_T00144750
N5.HOG0028992,Chanos_chanos---rna-XM_030765342.1
N5.HOG0028993,Prochilodus_magdalenae---PM_04708
N5.HOG0028994,Caranx_melampygus---mRNA30864
N5.HOG0028995,Hemibagrus_guttatus---male_15599
N5.HOG0028996,Crenichthys_baileyi---CRENBAI_017776-T1_mrna
N5.HOG0028997,Scleropages_formosus---rna-XM_018763094.2
N5.HOG0028998,Caranx_melampygus---mRNA24606
N5.HOG0028999,Conger_conger---rna-XM_061234730.1
N5.HOG0029000,Electrophorus_voltai---E.voltai_10649
N5.HOG0029001,Chaenocephalus_aceratus---CAt00005219.1
N5.HOG0029002,Albula_glossodonta---mRNA14881
N5.HOG0029003,Clupea_harengus---rna-XM_012828914.3
N5.HOG0029004,Cirrhinus_molitorella---evm.model.Chr07.644
N5.HOG0029005,Scleropages_formosus---rna-XM_018759441.2
N5.HOG0029006,Albula_glossodonta---mRNA18501
N5.HOG0029007,Paramormyrops_kingsleyae---rna-XM_023817999.1
N5.HOG0029008,Alosa_sapidissima---rna-XM_042059228.1
N5.HOG0029009,Coregonus_suidteri---mrna.J4Q44_T00075260
N5.HOG0029010,Dallia_pectoralis---mrna.DPEC_T00333910
N5.HOG0029011,Megalobrama_amblycephala---rna-XM_048187485.1
N5.HOG0029012,Electrona_antarctica---g19051.t1
N5.HOG0029013,Fundulus_heteroclitus---rna-XM_036144387.1
N5.HOG0029014,Megalops_atlanticus---MATL_T00092020
N5.HOG0029015,Albula_glossodonta---mRNA2383
N5.HOG0029016,Oncorhynchus_nerka---rna-XM_029644561.1
N5.HOG0029017,Channa_striata---evm.model.LG18.838
N5.HOG0029018,Menidia_menidia---rna-MMEN_LOCUS11710
N5.HOG0029019,Silurus_asotus---mrna.C0J50_10192
N5.HOG0029020,Albula_glossodonta---mRNA11136
N5.HOG0029021,Cirrhinus_molitorella---evm.model.Chr08.940
N5.HOG0029022,Pogonophryne_albipinna---S600024738-RA
N5.HOG0029023,Prochilodus_magdalenae---PM_29682
N5.HOG0029024,Conger_conger---rna-XM_061262015.1
N5.HOG0029025,Scortum_barcoo---S.barcoo_03481
N5.HOG0029026,Lucifuga_dentata---LDENT00287850_mrna
N5.HOG0029027,Doryrhamphus_excisus---rna-XM_058051053.1
N5.HOG0029028,Silurus_asotus---mrna.C0J50_10300
N5.HOG0029029,Megalops_atlanticus---MATL_T00107860
N5.HOG0029030,Hemibagrus_guttatus---male_00638
N5.HOG0029031,Caranx_melampygus---mRNA807
N5.HOG0029032,Phyllopteryx_taeniolatus---rna-XM_061764645.1
N5.HOG0029033,Paramormyrops_kingsleyae---rna-XM_023794583.1
N5.HOG0029034,Coregonus_suidteri---mrna.J4Q44_T00057680
N5.HOG0029035,Coryphaenoides_rupestris---CRUPGENE030488-RA
N5.HOG0029036,Zeus_faber---g17633.t1
N5.HOG0029037,Periophthalmus_magnuspinnatus---rna-XM_055229280.1
N5.HOG0029038,Mugil_cephalus---rna-XM_047604245.1
N5.HOG0029039,Brienomyrus_brachyistius---rna-XM_049028718.1
N5.HOG0029040,Betta_splendens---rna-XM_055503075.1
N5.HOG0029041,Aldrovandia_affinis---mrna.AAFF_T00326770
N5.HOG0029042,Cololabis_saira---rna-XM_061710044.1
N5.HOG0029043,Coryphaenoides_rupestris---CRUPGENE035591-RA
N5.HOG0029044,Albula_glossodonta---mRNA21142
N5.HOG0029045,Caranx_melampygus---mRNA15541
N5.HOG0029046,Pogonophryne_albipinna---S600008590-RA
N5.HOG0029047,Gymnothorax_javanicus---GJAV_T00032410
N5.HOG0029048,Engraulis_encrasicolus---rna-XM_063195445.1
N5.HOG0029049,Gadus_morhua---rna-XM_030358887.1
N5.HOG0029050,Larimichthys_crocea---rna-XM_027278452.1
N5.HOG0029051,Caranx_melampygus---mRNA5875
N5.HOG0029052,Electrophorus_voltai---E.voltai_17396
N5.HOG0029053,Danionella_translucida---DT24219-RF
N5.HOG0029054,Oncorhynchus_tshawytscha---rna-XM_024417488.2
N5.HOG0029055,Megalobrama_amblycephala---rna-XM_048165956.1
N5.HOG0029056,Albula_glossodonta---mRNA11913
N5.HOG0029057,Aldrovandia_affinis---mrna.AAFF_T00221880
N5.HOG0029058,Caranx_melampygus---mRNA30053
N5.HOG0029059,Takifugu_bimaculatus---evm.model.000273F_arrow_pilon.16
N5.HOG0029060,Scortum_barcoo---S.barcoo_24696
N5.HOG0029061,Scleropages_formosus---rna-XM_018749040.2
N5.HOG0029062,Channa_striata---evm.model.LG21.672
N5.HOG0029063,Prochilodus_magdalenae---PM_04039
N5.HOG0029064,Anabarilius_grahami---mrna.DPX16_22834
N5.HOG0029065,Caranx_melampygus---mRNA32334
N5.HOG0029066,Puntigrus_tetrazona---rna-XM_043254394.1
N5.HOG0029067,Dissostichus_mawsoni---DM00021882-RA
N5.HOG0029068,Silurus_asotus---mrna.C0J50_14560
N5.HOG0029069,Pangasianodon_gigas---PGIGA_T00042020
N5.HOG0029070,Dissostichus_mawsoni---DM00013571-RA
N5.HOG0029071,Channa_striata---evm.model.LG06.690
N5.HOG0029072,Hippoglossus_stenolepis---rna-XM_035143882.2
N5.HOG0029073,Borostomias_antarcticus---g443.t1
N5.HOG0029074,Bagarius_yarrelli---mrna.Baya_13742
N5.HOG0029075,Clarias_magur---DAT39_002376-RA_mrna
N5.HOG0029076,Salvelinus_fontinalis---rna-XM_055900135.1
N5.HOG0029077,Salvelinus_namaycush---rna-XM_039003266.1
N5.HOG0029078,Oncorhynchus_kisutch---rna-XM_020498658.2
N5.HOG0029079,Lampris_incognitus---rna-XM_056288653.1
N5.HOG0029080,Synaphobranchus_kaupii---mrna.SKAU_T00412030
N5.HOG0029081,Anabarilius_grahami---mrna.DPX16_11842
N5.HOG0029082,Caranx_melampygus---mRNA14393
N5.HOG0029083,Osmerus_eperlanus---rna-XM_062450692.1
N5.HOG0029084,Puntigrus_tetrazona---rna-XM_043253004.1
N5.HOG0029085,Engraulis_encrasicolus---rna-XM_063218447.1
N5.HOG0029086,Pangasianodon_hypophthalmus---rna-XM_053241804.1
N5.HOG0029087,Fundulus_heteroclitus---rna-XM_036132423.1
N5.HOG0029088,Caranx_melampygus---mRNA9182
N5.HOG0029089,Cirrhinus_molitorella---evm.model.Chr04.349
N5.HOG0029090,Esox_lucius---rna-XM_010886737.5
N5.HOG0029091,Gymnothorax_javanicus---GJAV_T00210630
N5.HOG0029092,Scleropages_formosus---rna-XM_018759497.2
N5.HOG0029093,Coregonus_clupeaformis---rna-XM_045206725.1
N5.HOG0029094,Hemibagrus_guttatus---male_17457
N5.HOG0029095,Albula_glossodonta---mRNA10395
N5.HOG0029096,Conger_conger---rna-XM_061232523.1
N5.HOG0029097,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS911
N5.HOG0029098,Cirrhinus_molitorella---evm.model.Chr08.1080
N5.HOG0029099,Boleophthalmus_pectinirostris---rna-XM_020924398.2
N5.HOG0029100,Silurus_asotus---mrna.C0J50_15525
N5.HOG0029101,Scleropages_formosus---rna-XM_029258031.1
N5.HOG0029102,Scleropages_formosus---rna-XM_018737041.1
N5.HOG0029103,Sardina_pilchardus---rna-XM_062525100.1
N5.HOG0029104,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS1534587
N5.HOG0029105,Scortum_barcoo---S.barcoo_20779
N5.HOG0029106,Channa_striata---evm.model.LG07.677
N5.HOG0029107,Tetraodon_nigroviridis---gene-GSTEN_00011687_G_001
N5.HOG0029108,Anabarilius_grahami---mrna.DPX16_11536
N5.HOG0029109,Danionella_translucida---DT11600-RA
N5.HOG0029110,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS1150365
N5.HOG0029111,Megalops_cyprinoides---rna-XM_036522146.1
N5.HOG0029112,Caranx_melampygus---mRNA30692
N5.HOG0029113,Menidia_menidia---rna-MMEN_LOCUS12827
N5.HOG0029114,Scleropages_formosus---rna-XM_029254913.1
N5.HOG0029115,Gymnothorax_javanicus---GJAV_T00080810
N5.HOG0029116,Coryphaenoides_rupestris---CRUPGENE065994-RA
N5.HOG0029117,Triplophysa_dalaica---rna-XM_056753775.1
N5.HOG0029118,Menidia_menidia---rna-MMEN_LOCUS9770
N5.HOG0029119,Zeus_faber---g10293.t1
N5.HOG0029120,Xiphophorus_maculatus---rna-XM_005808865.2
N5.HOG0029121,Anabarilius_grahami---mrna.DPX16_3897
N5.HOG0029122,Dissostichus_mawsoni---DM00020559-RA
N5.HOG0029123,Anabarilius_grahami---mrna.DPX16_5055
N5.HOG0029124,Bagarius_yarrelli---mrna.Baya_15737
N5.HOG0029125,Silurus_asotus---mrna.C0J50_15757
N5.HOG0029126,Channa_striata---evm.model.LG02.302
N5.HOG0029127,Menidia_menidia---rna-MMEN_LOCUS5304
N5.HOG0029128,Prochilodus_magdalenae---PM_25550
N5.HOG0029129,Hemibagrus_guttatus---male_25994
N5.HOG0029130,Engraulis_encrasicolus---rna-XM_063213804.1
N5.HOG0029131,Menidia_menidia---rna-MMEN_LOCUS13510
N5.HOG0029132,Caranx_melampygus---mRNA18915
N5.HOG0029133,Cirrhinus_molitorella---evm.model.Chr06.371
N5.HOG0029134,Hemibagrus_guttatus---male_14209
N5.HOG0029135,Megalops_atlanticus---MATL_T00261120
N5.HOG0029136,Oncorhynchus_kisutch---rna-XM_031808622.1
N5.HOG0029137,Pseudoliparis_swirei---rna-XM_056441432.1
N5.HOG0029138,Cirrhinus_molitorella---evm.model.Chr07.536
N5.HOG0029139,Albula_glossodonta---mRNA9024
N5.HOG0029140,Silurus_asotus---mrna.C0J50_21121
N5.HOG0029141,Menidia_menidia---rna-MMEN_LOCUS16571-2
N5.HOG0029142,Cirrhinus_molitorella---evm.model.Chr08.764
N5.HOG0029143,Prochilodus_magdalenae---PM_11547
N5.HOG0029144,Channa_striata---evm.model.LG21.643
N5.HOG0029145,Gymnothorax_javanicus---GJAV_T00144480
N5.HOG0029146,Cirrhinus_molitorella---evm.model.Chr01.510
N5.HOG0029147,Nerophis_ophidion---rna-XM_061880624.1
N5.HOG0029148,Synaphobranchus_kaupii---mrna.SKAU_T00300360
N5.HOG0029149,Brienomyrus_brachyistius---rna-XM_049013927.1
N5.HOG0029150,Bagarius_yarrelli---mrna.Baya_14235
N5.HOG0029151,Silurus_asotus---mrna.C0J50_14711
N5.HOG0029152,Scleropages_formosus---rna-XM_018743882.2
N5.HOG0029153,Chaenocephalus_aceratus---CAt00016417.1
N5.HOG0029154,Anabarilius_grahami---mrna.DPX16_10787
N5.HOG0029155,Menidia_menidia---rna-MMEN_LOCUS4293
N5.HOG0029156,Silurus_asotus---mrna.C0J50_22901
N5.HOG0029157,Cirrhinus_molitorella---evm.model.Chr06.660
N5.HOG0029158,Bagarius_yarrelli---mrna.Baya_12249
N5.HOG0029159,Dissostichus_mawsoni---DM00003934-RA
N5.HOG0029160,Silurus_asotus---mrna.C0J50_17043
N5.HOG0029161,Coregonus_suidteri---mrna.J4Q44_T00361660
N5.HOG0029162,Myxocyprinus_asiaticus---rna-XM_051647781.1
N5.HOG0029163,Caranx_melampygus---mRNA10599
N5.HOG0029164,Melanotaenia_boesemani---rna-XM_042008120.1
N5.HOG0029165,Betta_splendens---rna-XM_029165330.3
N5.HOG0029166,Conger_conger---rna-XM_061235324.1
N5.HOG0029167,Scortum_barcoo---S.barcoo_20593
N5.HOG0029168,Pangasianodon_gigas---PGIGA_T00077970
N5.HOG0029169,Labrus_mixtus---rna-XM_061046963.1
N5.HOG0029170,Megalops_cyprinoides---rna-XM_036539904.1
N5.HOG0029171,Cottoperca_gobio---rna-XM_029443727.1
N5.HOG0029172,Silurus_asotus---mrna.C0J50_21004
N5.HOG0029173,Esox_lucius---rna-XM_029115577.2
N5.HOG0029174,Gymnothorax_javanicus---GJAV_T00259230
N5.HOG0029175,Menidia_menidia---rna-MMEN_LOCUS11208
N5.HOG0029176,Menidia_menidia---rna-MMEN_LOCUS7971-2
N5.HOG0029177,Scleropages_formosus---rna-XM_018750054.2
N5.HOG0029178,Coryphaenoides_rupestris---CRUPGENE061323-RA
N5.HOG0029179,Menidia_menidia---rna-MMEN_LOCUS12047
N5.HOG0029180,Caranx_melampygus---mRNA30821
N5.HOG0029181,Albula_glossodonta---mRNA9531
N5.HOG0029182,Scleropages_formosus---rna-XM_029252487.1
N5.HOG0029183,Lates_japonicus---gene-AKAME5_000343800
N5.HOG0029184,Aldrovandia_affinis---mrna.AAFF_T00052130
N5.HOG0029185,Engraulis_encrasicolus---rna-XM_063184326.1
N5.HOG0029186,Prochilodus_magdalenae---PM_01393
N5.HOG0029187,Brienomyrus_brachyistius---rna-XM_048990545.1
N5.HOG0029188,Channa_striata---evm.model.LG19.373
N5.HOG0029189,Silurus_asotus---mrna.C0J50_15620
N5.HOG0029190,Menidia_menidia---rna-MMEN_LOCUS15724
N5.HOG0029191,Albula_glossodonta---mRNA28131
N5.HOG0029192,Menidia_menidia---rna-MMEN_LOCUS3734
N5.HOG0029193,Synaphobranchus_kaupii---mrna.SKAU_T00351270
N5.HOG0029194,Scortum_barcoo---S.barcoo_07205
N5.HOG0029195,Sardina_pilchardus---rna-XM_062533368.1
N5.HOG0029196,Dissostichus_mawsoni---DM00022056-RA
N5.HOG0029197,Aldrovandia_affinis---mrna.AAFF_T00381710
N5.HOG0029198,Salvelinus_sp_IW2-2015---rna-XM_024007713.2
N5.HOG0029199,Megalops_cyprinoides---rna-XM_036547461.1
N5.HOG0029200,Cirrhinus_molitorella---evm.model.Chr20.384
N5.HOG0029201,Caranx_melampygus---mRNA31877
N5.HOG0029202,Cirrhinus_molitorella---evm.model.Chr10.655
N5.HOG0029203,Salvelinus_fontinalis---rna-XM_055884260.1
N5.HOG0029204,Silurus_asotus---mrna.C0J50_20268
N5.HOG0029205,Caranx_melampygus---mRNA20679
N5.HOG0029206,Galaxias_olidus---g19057.t1
N5.HOG0029207,Anabarilius_grahami---mrna.DPX16_7283
N5.HOG0029208,Esox_lucius---rna-XM_034294157.1
N5.HOG0029209,Paramormyrops_kingsleyae---rna-XM_023825090.1
N5.HOG0029210,Scortum_barcoo---S.barcoo_13441
N5.HOG0029211,Caranx_melampygus---mRNA20054
N5.HOG0029212,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS2530183
N5.HOG0029213,Silurus_asotus---mrna.C0J50_20420
N5.HOG0029214,Pogonophryne_albipinna---S600030322-RA
N5.HOG0029215,Engraulis_encrasicolus---rna-XM_063195025.1
N5.HOG0029216,Albula_glossodonta---mRNA18611
N5.HOG0029217,Brienomyrus_brachyistius---rna-XM_049021496.1
N5.HOG0029218,Muraenolepis_orangiensis---S400019805-RA
N5.HOG0029219,Sinocyclocheilus_rhinocerous---rna-XM_016566449.1
N5.HOG0029220,Scleropages_formosus---rna-XM_018756067.2
N5.HOG0029221,Takifugu_bimaculatus---evm.model.000056F_arrow_pilon.147
N5.HOG0029222,Channa_striata---evm.model.LG02.663
N5.HOG0029223,Anabarilius_grahami---mrna.DPX16_16786
N5.HOG0029224,Silurus_asotus---mrna.C0J50_11040
N5.HOG0029225,Salvelinus_namaycush---rna-XM_038982440.1
N5.HOG0029226,Chanos_chanos---rna-XM_030778939.1
N5.HOG0029227,Bagarius_yarrelli---mrna.Baya_13515
N5.HOG0029228,Electrona_antarctica---g21944.t1
N5.HOG0029229,Synaphobranchus_kaupii---mrna.SKAU_T00124680
N5.HOG0029230,Esox_lucius---rna-XM_034292395.1
N5.HOG0029231,Prochilodus_magdalenae---PM_10571
N5.HOG0029232,Clupea_harengus---rna-XM_012831730.3
N5.HOG0029233,Synaphobranchus_kaupii---mrna.SKAU_T00395110
N5.HOG0029234,Scleropages_formosus---rna-XM_018737871.1
N5.HOG0029235,Hemibagrus_guttatus---male_28178
N5.HOG0029236,Channa_striata---evm.model.LG15.622
N5.HOG0029237,Caranx_melampygus---mRNA17391
N5.HOG0029238,Albula_glossodonta---mRNA27170
N5.HOG0029239,Albula_glossodonta---mRNA13559
N5.HOG0029240,Albula_glossodonta---mRNA18425
N5.HOG0029241,Albula_glossodonta---mRNA17652
N5.HOG0029242,Menidia_menidia---rna-MMEN_LOCUS16302
N5.HOG0029243,Hoplostethus_atlanticus---g13907.t1
N5.HOG0029244,Pogonophryne_albipinna---S600028632-RA
N5.HOG0029245,Aplochiton_taeniatus---g154.t1
N5.HOG0029246,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS353542
N5.HOG0029247,Menidia_menidia---rna-MMEN_LOCUS10626
N5.HOG0029248,Salarias_fasciatus---rna-XM_030119643.1
N5.HOG0029249,Acanthochromis_polyacanthus---rna-XM_022218463.2
N5.HOG0029250,Channa_striata---evm.model.LG01.2152
N5.HOG0029251,Cirrhinus_molitorella---evm.model.Chr05.761
N5.HOG0029252,Silurus_asotus---mrna.C0J50_11415
N5.HOG0029253,Brienomyrus_brachyistius---rna-XM_049015477.1
N5.HOG0029254,Channa_striata---evm.model.LG19.886
N5.HOG0029255,Conger_conger---rna-XM_061231365.1
N5.HOG0029256,Borostomias_antarcticus---g15069.t1
N5.HOG0029257,Scortum_barcoo---S.barcoo_13935
N5.HOG0029258,Galaxias_olidus---g9762.t1
N5.HOG0029259,Channa_striata---evm.model.LG22.530
N5.HOG0029260,Channa_striata---evm.model.LG20.414
N5.HOG0029261,Silurus_meridionalis---rna-XM_046873087.1
N5.HOG0029262,Albula_glossodonta---mRNA20002
N5.HOG0029263,Danionella_translucida---DT02617-RA
N5.HOG0029264,Cirrhinus_molitorella---evm.model.Chr17.934
N5.HOG0029265,Albula_glossodonta---mRNA2890
N5.HOG0029266,Oncorhynchus_tshawytscha---rna-XM_042304393.1
N5.HOG0029267,Sardina_pilchardus---rna-XM_062542617.1
N5.HOG0029268,Osmerus_eperlanus---rna-XM_062483656.1
N5.HOG0029269,Albula_goreensis---AGOR_T00248070
N5.HOG0029270,Dissostichus_mawsoni---DM00031375-RA
