Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000015905	ENSG00000099949	LZTR1
ENSDARG00000016093	ENSG00000151576	QTRT2
ENSDARG00000104836	ENSG00000101605	MYOM1
ENSDARG00000096949		
ENSDARG00000078625		
ENSDARG00000101823		
ENSDARG00000063255	ENSG00000151136	ABTB3
ENSDARG00000009735	ENSG00000204120	GIGYF2
ENSDARG00000021193	ENSG00000110880	CORO1C
ENSDARG00000054906	ENSG00000188483	IER5L
ENSDARG00000101422		
ENSDARG00000006782	ENSG00000139687	RB1
ENSDARG00000060510	ENSG00000158290	CUL4B
ENSDARG00000054755	ENSG00000132965	ALOX5AP
ENSDARG00000038784		
ENSDARG00000053896	ENSG00000170385	SLC30A1
ENSDARG00000013063	ENSG00000083720	OXCT1
ENSDARG00000013063	ENSG00000198754	OXCT2
ENSDARG00000070394	ENSG00000159650	UROC1
ENSDARG00000078785	ENSG00000134825	TMEM258
ENSDARG00000028533		
ENSDARG00000103697	ENSG00000172379	ARNT2
ENSDARG00000045658	ENSG00000174099	MSRB3
ENSDARG00000069208	ENSG00000079950	STX7
ENSDARG00000074390		
ENSDARG00000038668	ENSG00000183347	GBP6
ENSDARG00000089131	ENSG00000188263	IL17REL
ENSDARG00000052693		
ENSDARG00000093518		
ENSDARG00000042641	ENSG00000001630	CYP51A1
ENSDARG00000036159	ENSG00000174417	TRHR
ENSDARG00000091783		
ENSDARG00000056780	ENSG00000084112	SSH1
ENSDARG00000102636		
ENSDARG00000070654	ENSG00000139197	PEX5
ENSDARG00000061692	ENSG00000250067	YJEFN3
ENSDARG00000011701		
ENSDARG00000099069		
ENSDARG00000055216		
ENSDARG00000078676	ENSG00000124920	MYRF
ENSDARG00000069378	ENSG00000102981	PARD6A
ENSDARG00000094214		
ENSDARG00000038909	ENSG00000174579	MSL2
ENSDARG00000112016	ENSG00000135569	TAAR5
ENSDARG00000091222		
ENSDARG00000069441	ENSG00000139679	LPAR6
ENSDARG00000069206		
ENSDARG00000115277	ENSG00000135569	TAAR5
ENSDARG00000043818	ENSG00000177303	CASKIN2
ENSDARG00000069213		
ENSDARG00000079104	ENSG00000147324	MFHAS1
ENSDARG00000098209	ENSG00000170085	SIMC1
ENSDARG00000010244	ENSG00000163584	RPL22L1
ENSDARG00000005122	ENSG00000174437	ATP2A2
ENSDARG00000104018	ENSG00000105887	MTPN
ENSDARG00000113793	ENSG00000135569	TAAR5
ENSDARG00000033760	ENSG00000185664	PMEL
ENSDARG00000019250	ENSG00000183161	FANCF
ENSDARG00000014626	ENSG00000064195	DLX3
ENSDARG00000035797		
ENSDARG00000086390		
ENSDARG00000071872	ENSG00000102383	ZDHHC15
ENSDARG00000019709	ENSG00000116574	RHOU
ENSDARG00000053155	ENSG00000214160	ALG3
ENSDARG00000038785	ENSG00000033050	ABCF2
ENSDARG00000110650	ENSG00000135569	TAAR5
ENSDARG00000006044	ENSG00000111962	UST
ENSDARG00000029747		
ENSDARG00000076439	ENSG00000149923	PPP4C
ENSDARG00000070681	ENSG00000184163	C1QTNF12
ENSDARG00000069214		
ENSDARG00000021225	ENSG00000163558	PRKCI
ENSDARG00000090607		
ENSDARG00000058690	ENSG00000143375	CGN
ENSDARG00000022466	ENSG00000171365	CLCN5
ENSDARG00000071879		
ENSDARG00000074393	ENSG00000035115	SH3YL1
ENSDARG00000091801	ENSG00000166401	SERPINB8
ENSDARG00000027129	ENSG00000150433	TMEM218
ENSDARG00000037484	ENSG00000170088	TMEM192
ENSDARG00000043307	ENSG00000128039	SRD5A3
ENSDARG00000076609	ENSG00000205078	SYCE1L
ENSDARG00000076609	ENSG00000171772	SYCE1
ENSDARG00000018623	ENSG00000085999	RAD54L
ENSDARG00000009899	ENSG00000161642	ZNF385A
ENSDARG00000041982	ENSG00000049192	ADAMTS6
ENSDARG00000054378		
ENSDARG00000086692		
ENSDARG00000110606		
ENSDARG00000088332	ENSG00000052850	ALX4
ENSDARG00000043816	ENSG00000070526	ST6GALNAC1
ENSDARG00000030913	ENSG00000132361	CLUH
ENSDARG00000112794	ENSG00000135569	TAAR5
ENSDARG00000057108	ENSG00000253309	SERPINE3
ENSDARG00000113660		
ENSDARG00000102856		
ENSDARG00000013329	ENSG00000136319	TTC5
ENSDARG00000069122		
ENSDARG00000088891	ENSG00000213901	SLC23A3
ENSDARG00000105793		
ENSDARG00000056695	ENSG00000173889	PHC3
ENSDARG00000020455		
ENSDARG00000024619		
ENSDARG00000017193	ENSG00000130176	CNN1
ENSDARG00000003109	ENSG00000159200	RCAN1
ENSDARG00000105833		
ENSDARG00000056617	ENSG00000156313	RPGR
ENSDARG00000040553	ENSG00000109084	TMEM97
ENSDARG00000060496		
ENSDARG00000096306	ENSG00000132128	LRRC41
ENSDARG00000018106	ENSG00000070785	EIF2B3
ENSDARG00000004724	ENSG00000204219	TCEA3
ENSDARG00000038000	ENSG00000088766	CRLS1
ENSDARG00000000568	ENSG00000105656	ELL
ENSDARG00000070161	ENSG00000049245	VAMP3
ENSDARG00000068240		
ENSDARG00000090969	ENSG00000139899	CBLN3
ENSDARG00000030933	ENSG00000141068	KSR1
ENSDARG00000104639	ENSG00000100814	CCNB1IP1
ENSDARG00000093089	ENSG00000166863	TAC3
ENSDARG00000008912	ENSG00000118160	SLC8A2
ENSDARG00000015971	ENSG00000107263	RAPGEF1
ENSDARG00000102339		
ENSDARG00000024465	ENSG00000096080	MRPS18A
ENSDARG00000039052	ENSG00000157119	KLHL40
ENSDARG00000075821	ENSG00000164050	PLXNB1
ENSDARG00000040556	ENSG00000109083	IFT20
ENSDARG00000068761	ENSG00000188095	MESP2
ENSDARG00000068761	ENSG00000166823	MESP1
ENSDARG00000053569	ENSG00000134595	SOX3
ENSDARG00000060115	ENSG00000175928	LRRN1
ENSDARG00000034677		
ENSDARG00000099445	ENSG00000154222	CC2D1B
ENSDARG00000093022	ENSG00000115163	CENPA
ENSDARG00000043740	ENSG00000140025	EFCAB11
ENSDARG00000060106		
ENSDARG00000060025	ENSG00000165802	NSMF
ENSDARG00000095830	ENSG00000166401	SERPINB8
ENSDARG00000055538	ENSG00000105778	AVL9
ENSDARG00000039051	ENSG00000010282	HHATL
ENSDARG00000037000	ENSG00000134285	FKBP11
ENSDARG00000069114	ENSG00000110057	UNC93B1
ENSDARG00000090429		
ENSDARG00000070903	ENSG00000105976	MET
ENSDARG00000034757	ENSG00000104219	ZDHHC2
ENSDARG00000022858	ENSG00000188064	WNT7B
ENSDARG00000099137	ENSG00000090006	LTBP4
ENSDARG00000063292		
ENSDARG00000017425	ENSG00000126001	CEP250
ENSDARG00000073786	ENSG00000164237	CMBL
ENSDARG00000057143	ENSG00000186891	TNFRSF18
ENSDARG00000057143	ENSG00000104689	TNFRSF10A
ENSDARG00000057143	ENSG00000157873	TNFRSF14
ENSDARG00000057143	ENSG00000111321	LTBR
ENSDARG00000057143	ENSG00000173530	TNFRSF10D
ENSDARG00000057143	ENSG00000173535	TNFRSF10C
ENSDARG00000057143	ENSG00000120889	TNFRSF10B
ENSDARG00000057143	ENSG00000139193	CD27
ENSDARG00000103114	ENSG00000185633	NDUFA4L2
ENSDARG00000101688		
ENSDARG00000009401	ENSG00000038427	VCAN
ENSDARG00000038185	ENSG00000213218	CSH2
ENSDARG00000038185	ENSG00000204414	CSHL1
ENSDARG00000038185	ENSG00000136487	GH2
ENSDARG00000038185	ENSG00000136488	CSH1
ENSDARG00000038185	ENSG00000259384	GH1
ENSDARG00000074703	ENSG00000142039	CCDC97
ENSDARG00000041205		
ENSDARG00000046091		
ENSDARG00000041140	ENSG00000134574	DDB2
ENSDARG00000075758	ENSG00000166913	YWHAB
ENSDARG00000096073	ENSG00000065618	COL17A1
ENSDARG00000035607	ENSG00000176915	ANKLE2
ENSDARG00000013687	ENSG00000160161	CILP2
ENSDARG00000029112	ENSG00000164949	GEM
ENSDARG00000092949		
ENSDARG00000015156	ENSG00000163520	FBLN2
ENSDARG00000005315	ENSG00000149187	CELF1
ENSDARG00000044874		
ENSDARG00000058158	ENSG00000147573	TRIM55
ENSDARG00000045399	ENSG00000150753	CCT5
ENSDARG00000099345	ENSG00000221944	TIGD1
ENSDARG00000093021	ENSG00000143340	FAM163A
ENSDARG00000020427	ENSG00000144959	NCEH1
ENSDARG00000098051		
ENSDARG00000059028	ENSG00000100104	SRRD
ENSDARG00000069116	ENSG00000134809	TIMM10
ENSDARG00000061948	ENSG00000114019	AMOTL2
ENSDARG00000061852	ENSG00000116774	OLFML3
ENSDARG00000073773	ENSG00000129696	TTI2
ENSDARG00000056479		
ENSDARG00000061940	ENSG00000164270	HTR4
ENSDARG00000100633		
ENSDARG00000090464		
ENSDARG00000069804		
ENSDARG00000076804	ENSG00000167614	TTYH1
ENSDARG00000095268	ENSG00000174059	CD34
ENSDARG00000098435		
ENSDARG00000069211		
ENSDARG00000007892	ENSG00000071994	PDCD2
ENSDARG00000102956	ENSG00000008516	MMP25
ENSDARG00000039605	ENSG00000151224	MAT1A
ENSDARG00000000779	ENSG00000092108	SCFD1
ENSDARG00000075828		
ENSDARG00000006040	ENSG00000119004	CYP20A1
ENSDARG00000076169		
ENSDARG00000068870	ENSG00000112039	FANCE
ENSDARG00000044899	ENSG00000163444	TMEM183A
ENSDARG00000096169		
ENSDARG00000018181	ENSG00000177692	DNAJC28
ENSDARG00000003527	ENSG00000198042	MAK16
ENSDARG00000090372		
ENSDARG00000062606		
ENSDARG00000075297	ENSG00000072756	TRNT1
ENSDARG00000036158	ENSG00000120526	NUDCD1
ENSDARG00000077058	ENSG00000139610	CELA1
ENSDARG00000044972	ENSG00000185825	BCAP31
ENSDARG00000036684	ENSG00000267855	NDUFA7
ENSDARG00000014994	ENSG00000112592	TBP
ENSDARG00000071560	ENSG00000108813	DLX4
ENSDARG00000029461		
ENSDARG00000012496		
ENSDARG00000098612	ENSG00000181072	CHRM2
ENSDARG00000096168		
ENSDARG00000076013	ENSG00000173212	MAB21L3
ENSDARG00000076652		
ENSDARG00000037188	ENSG00000117748	RPA2
ENSDARG00000116643		
ENSDARG00000095032		
ENSDARG00000045398	ENSG00000124275	MTRR
ENSDARG00000090812		
ENSDARG00000103907		
ENSDARG00000012397	ENSG00000112319	EYA4
ENSDARG00000092999		
ENSDARG00000017673	ENSG00000139910	NOVA1
ENSDARG00000044692	ENSG00000104626	ERI1
ENSDARG00000019503	ENSG00000198585	NUDT16
ENSDARG00000019503	ENSG00000168101	NUDT16L1
ENSDARG00000057105	ENSG00000073536	NLE1
ENSDARG00000015918	ENSG00000150768	DLAT
ENSDARG00000055115	ENSG00000047579	DTNBP1
ENSDARG00000070991	ENSG00000115648	MLPH
ENSDARG00000059826	ENSG00000095713	CRTAC1
ENSDARG00000008439	ENSG00000130638	ATXN10
ENSDARG00000069780	ENSG00000129317	PUS7L
ENSDARG00000057263	ENSG00000166401	SERPINB8
ENSDARG00000069271	ENSG00000123444	KBTBD4
ENSDARG00000101890	ENSG00000162897	FCAMR
ENSDARG00000074599	ENSG00000114541	FRMD4B
ENSDARG00000013907		
ENSDARG00000014828	ENSG00000185513	L3MBTL1
ENSDARG00000076566		
ENSDARG00000009693	ENSG00000131899	LLGL1
ENSDARG00000078546	ENSG00000134905	CARS2
ENSDARG00000086159		
ENSDARG00000016477	ENSG00000156976	EIF4A2
ENSDARG00000005942		
ENSDARG00000043466	ENSG00000171303	KCNK3
ENSDARG00000097947	ENSG00000188095	MESP2
ENSDARG00000097947	ENSG00000166823	MESP1
ENSDARG00000058557	ENSG00000095752	IL11
ENSDARG00000035990	ENSG00000179862	CITED4
ENSDARG00000056453		
ENSDARG00000073837	ENSG00000079387	SENP1
ENSDARG00000012833		
ENSDARG00000090386	ENSG00000117877	POLR1G
ENSDARG00000030687	ENSG00000044446	PHKA2
ENSDARG00000078108	ENSG00000115325	DOK1
ENSDARG00000076730	ENSG00000134207	SYT6
ENSDARG00000100056		
ENSDARG00000001234		
ENSDARG00000099118	ENSG00000167632	TRAPPC9
ENSDARG00000041323	ENSG00000172346	CSDC2
ENSDARG00000099752		
ENSDARG00000017321	ENSG00000128052	KDR
ENSDARG00000034420	ENSG00000159387	IRX6
ENSDARG00000069484	ENSG00000136848	DAB2IP
ENSDARG00000057414	ENSG00000167085	PHB1
ENSDARG00000013443		
ENSDARG00000002494	ENSG00000115221	ITGB6
ENSDARG00000102024	ENSG00000176108	CHMP6
ENSDARG00000100451		
ENSDARG00000061757		
ENSDARG00000003632		
ENSDARG00000043722	ENSG00000158516	CPA2
ENSDARG00000096888	ENSG00000166401	SERPINB8
ENSDARG00000075859		
ENSDARG00000058574		
ENSDARG00000025607		
ENSDARG00000079543	ENSG00000147647	DPYS
ENSDARG00000059406	ENSG00000132155	RAF1
ENSDARG00000007385	ENSG00000135624	CCT7
ENSDARG00000089205		
ENSDARG00000027851	ENSG00000163617	CCDC191
ENSDARG00000027529	ENSG00000100292	HMOX1
ENSDARG00000033259	ENSG00000144535	DIS3L2
ENSDARG00000025977	ENSG00000108578	BLMH
ENSDARG00000103953	ENSG00000184634	MED12
ENSDARG00000094265		
ENSDARG00000086933	ENSG00000116783	TNNI3K
ENSDARG00000070831	ENSG00000131378	RFTN1
ENSDARG00000079869		
ENSDARG00000077167	ENSG00000197696	NMB
ENSDARG00000003984	ENSG00000198862	LTN1
ENSDARG00000063157	ENSG00000008735	MAPK8IP2
ENSDARG00000062517	ENSG00000197245	FAM110D
ENSDARG00000055439		
ENSDARG00000097535		
ENSDARG00000027899	ENSG00000127922	SEM1
ENSDARG00000097080	ENSG00000169347	GP2
ENSDARG00000098928		
ENSDARG00000059948	ENSG00000125430	HS3ST3B1
ENSDARG00000059948	ENSG00000153976	HS3ST3A1
ENSDARG00000059948	ENSG00000164100	NDST3
ENSDARG00000098924	ENSG00000178691	SUZ12
ENSDARG00000061770	ENSG00000119688	ABCD4
ENSDARG00000105263		
ENSDARG00000018907	ENSG00000083168	KAT6A
ENSDARG00000044436	ENSG00000162302	RPS6KA4
ENSDARG00000096645		
ENSDARG00000053370	ENSG00000104131	EIF3J
ENSDARG00000030347	ENSG00000188095	MESP2
ENSDARG00000030347	ENSG00000166823	MESP1
ENSDARG00000071601		
ENSDARG00000031770	ENSG00000136504	KAT7
ENSDARG00000097236		
ENSDARG00000087804	ENSG00000186891	TNFRSF18
ENSDARG00000087804	ENSG00000104689	TNFRSF10A
ENSDARG00000087804	ENSG00000157873	TNFRSF14
ENSDARG00000087804	ENSG00000120949	TNFRSF8
ENSDARG00000087804	ENSG00000111321	LTBR
ENSDARG00000087804	ENSG00000141655	TNFRSF11A
ENSDARG00000087804	ENSG00000173530	TNFRSF10D
ENSDARG00000087804	ENSG00000173535	TNFRSF10C
ENSDARG00000087804	ENSG00000215788	TNFRSF25
ENSDARG00000087804	ENSG00000028137	TNFRSF1B
ENSDARG00000087804	ENSG00000120889	TNFRSF10B
ENSDARG00000087804	ENSG00000139193	CD27
ENSDARG00000087804	ENSG00000186827	TNFRSF4
ENSDARG00000078790	ENSG00000165383	LRRC18
ENSDARG00000100222	ENSG00000152818	UTRN
ENSDARG00000036438	ENSG00000167792	NDUFV1
ENSDARG00000045628	ENSG00000109113	RAB34
ENSDARG00000003750	ENSG00000178921	PFAS
ENSDARG00000033610	ENSG00000185681	MORN5
ENSDARG00000087369	ENSG00000135315	CEP162
ENSDARG00000061798	ENSG00000159314	ARHGAP27
ENSDARG00000090642	ENSG00000277200	CCDC92B
ENSDARG00000005112	ENSG00000079112	CDH17
ENSDARG00000088859		
ENSDARG00000017078	ENSG00000188095	MESP2
ENSDARG00000017078	ENSG00000166823	MESP1
ENSDARG00000024967	ENSG00000221829	FANCG
ENSDARG00000075116		
ENSDARG00000019392	ENSG00000126561	STAT5A
ENSDARG00000019392	ENSG00000173757	STAT5B
ENSDARG00000091705		
ENSDARG00000044420	ENSG00000205981	DNAJC19
ENSDARG00000093460	ENSG00000203737	GPR52
ENSDARG00000035563	ENSG00000183779	ZNF703
ENSDARG00000027584	ENSG00000137561	TTPA
ENSDARG00000087403	ENSG00000170545	SMAGP
ENSDARG00000087403	ENSG00000073008	PVR
ENSDARG00000087403	ENSG00000204475	NCR3
ENSDARG00000087403	ENSG00000181847	TIGIT
ENSDARG00000008235	ENSG00000164597	COG5
ENSDARG00000099923		
ENSDARG00000071333		
ENSDARG00000038805	ENSG00000185808	PIGP
ENSDARG00000091733		
ENSDARG00000094729		
ENSDARG00000071878	ENSG00000173113	TRMT112
ENSDARG00000055078	ENSG00000143942	CHAC2
ENSDARG00000054588	ENSG00000111775	COX6A1
ENSDARG00000027657	ENSG00000147571	CRH
ENSDARG00000103572		
ENSDARG00000031506	ENSG00000119686	FLVCR2
ENSDARG00000007737	ENSG00000162378	ZYG11B
ENSDARG00000007737	ENSG00000203995	ZYG11A
ENSDARG00000076797		
ENSDARG00000077337		
ENSDARG00000031985	ENSG00000119383	PTPA
ENSDARG00000103754	ENSG00000066279	ASPM
ENSDARG00000105722		
ENSDARG00000057218	ENSG00000121749	TBC1D15
ENSDARG00000025076	ENSG00000152939	MARVELD2
ENSDARG00000077044	ENSG00000144746	ARL6IP5
ENSDARG00000036671		
ENSDARG00000061413	ENSG00000107651	SEC23IP
ENSDARG00000045275	ENSG00000197705	KLHL14
ENSDARG00000099915	ENSG00000175591	P2RY2
ENSDARG00000058212	ENSG00000197172	MAGEA6
ENSDARG00000058212	ENSG00000221867	MAGEA3
ENSDARG00000058212	ENSG00000188408	MAGEB5
ENSDARG00000058212	ENSG00000268606	MAGEA2
ENSDARG00000058212	ENSG00000183305	MAGEA2B
ENSDARG00000058212	ENSG00000213401	MAGEA12
ENSDARG00000058212	ENSG00000124260	MAGEA10
ENSDARG00000058212	ENSG00000198681	MAGEA1
ENSDARG00000058212	ENSG00000102316	MAGED2
ENSDARG00000058212	ENSG00000214107	MAGEB1
ENSDARG00000058212	ENSG00000067445	TRO
ENSDARG00000058212	ENSG00000182636	NDN
ENSDARG00000058212	ENSG00000156009	MAGEA8
ENSDARG00000058212	ENSG00000099399	MAGEB2
ENSDARG00000058212	ENSG00000232030	MAGEB6B
ENSDARG00000058212	ENSG00000176746	MAGEB6
ENSDARG00000058212	ENSG00000147381	MAGEA4
ENSDARG00000058212	ENSG00000189023	MAGEB16
ENSDARG00000058212	ENSG00000267978	MAGEA9B
ENSDARG00000058212	ENSG00000123584	MAGEA9
ENSDARG00000058212	ENSG00000046774	MAGEC2
ENSDARG00000058212	ENSG00000155495	MAGEC1
ENSDARG00000058212	ENSG00000176774	MAGEB18
ENSDARG00000058212	ENSG00000177383	MAGEF1
ENSDARG00000058212	ENSG00000186675	MAGEE2
ENSDARG00000058212	ENSG00000185247	MAGEA11
ENSDARG00000058212	ENSG00000254585	MAGEL2
ENSDARG00000058212	ENSG00000179222	MAGED1
ENSDARG00000058212	ENSG00000187243	MAGED4B
ENSDARG00000058212	ENSG00000154545	MAGED4
ENSDARG00000058212	ENSG00000198934	MAGEE1
ENSDARG00000058212	ENSG00000198798	MAGEB3
ENSDARG00000058212	ENSG00000177689	MAGEB10
ENSDARG00000058212	ENSG00000187601	MAGEH1
ENSDARG00000058212	ENSG00000120289	MAGEB4
ENSDARG00000058212	ENSG00000182798	MAGEB17
ENSDARG00000058212	ENSG00000165509	MAGEC3
ENSDARG00000105808		
ENSDARG00000071235		
ENSDARG00000069012	ENSG00000120235	IFNA6
ENSDARG00000069012	ENSG00000188379	IFNA2
ENSDARG00000069012	ENSG00000147896	IFNK
ENSDARG00000069012	ENSG00000137080	IFNA21
ENSDARG00000069012	ENSG00000177047	IFNW1
ENSDARG00000069012	ENSG00000147873	IFNA5
ENSDARG00000069012	ENSG00000233816	IFNA13
ENSDARG00000069012	ENSG00000197919	IFNA1
ENSDARG00000069012	ENSG00000214042	IFNA7
ENSDARG00000069012	ENSG00000171855	IFNB1
ENSDARG00000069012	ENSG00000147885	IFNA16
ENSDARG00000069012	ENSG00000184995	IFNE
ENSDARG00000069012	ENSG00000236637	IFNA4
ENSDARG00000069012	ENSG00000120242	IFNA8
ENSDARG00000069012	ENSG00000234829	IFNA17
ENSDARG00000069012	ENSG00000186803	IFNA10
ENSDARG00000069012	ENSG00000228083	IFNA14
ENSDARG00000018266	ENSG00000100714	MTHFD1
ENSDARG00000010519	ENSG00000049246	PER3
ENSDARG00000013128	ENSG00000152256	PDK1
ENSDARG00000109597		
ENSDARG00000101245		
ENSDARG00000068191	ENSG00000129910	CDH15
ENSDARG00000060303	ENSG00000144290	SLC4A10
ENSDARG00000079281	ENSG00000107140	TESK1
ENSDARG00000104927	ENSG00000175591	P2RY2
ENSDARG00000008904		
ENSDARG00000099371	ENSG00000161544	CYGB
ENSDARG00000038186	ENSG00000278023	RDM1
ENSDARG00000010400	ENSG00000093167	LRRFIP2
ENSDARG00000078145		
ENSDARG00000012915	ENSG00000104823	ECH1
ENSDARG00000099766		
ENSDARG00000052148	ENSG00000095303	PTGS1
ENSDARG00000078083	ENSG00000140691	ARMC5
ENSDARG00000025972	ENSG00000232119	MCTS1
ENSDARG00000025972	ENSG00000101898	MCTS2
ENSDARG00000035649	ENSG00000158008	EXTL1
ENSDARG00000012432	ENSG00000077458	FAM76B
ENSDARG00000026513		
ENSDARG00000017174	ENSG00000115844	DLX2
ENSDARG00000062897	ENSG00000173273	TNKS
ENSDARG00000011618	ENSG00000155850	SLC26A2
ENSDARG00000008849		
ENSDARG00000009218	ENSG00000247626	MARS2
ENSDARG00000034423	ENSG00000173267	SNCG
ENSDARG00000100965	ENSG00000183495	EP400
ENSDARG00000031388	ENSG00000175203	DCTN2
ENSDARG00000044048		
ENSDARG00000104425	ENSG00000175591	P2RY2
ENSDARG00000087476	ENSG00000139899	CBLN3
ENSDARG00000099919		
ENSDARG00000079420	ENSG00000197635	DPP4
ENSDARG00000035546	ENSG00000243789	JMJD7
ENSDARG00000095588		
ENSDARG00000073824	ENSG00000058335	RASGRF1
ENSDARG00000094462		
ENSDARG00000036811	ENSG00000214706	IFRD2
ENSDARG00000017634	ENSG00000116703	PDC
ENSDARG00000077396	ENSG00000185561	TLCD2
ENSDARG00000020405	ENSG00000105402	NAPA
ENSDARG00000042946	ENSG00000134709	HOOK1
ENSDARG00000095222		
ENSDARG00000044484	ENSG00000094880	CDC23
ENSDARG00000055974	ENSG00000137364	TPMT
ENSDARG00000023840	ENSG00000123836	PFKFB2
ENSDARG00000035598	ENSG00000110880	CORO1C
ENSDARG00000105721		
ENSDARG00000102300		
ENSDARG00000078916		
ENSDARG00000027290	ENSG00000118257	NRP2
ENSDARG00000056519		
ENSDARG00000015240	ENSG00000008086	CDKL5
ENSDARG00000013168	ENSG00000204301	NOTCH4
ENSDARG00000013168	ENSG00000184916	JAG2
ENSDARG00000076574	ENSG00000171051	FPR1
ENSDARG00000076574	ENSG00000171049	FPR2
ENSDARG00000076574	ENSG00000187474	FPR3
ENSDARG00000076574	ENSG00000142511	GPR32
ENSDARG00000076574	ENSG00000214943	GPR33
ENSDARG00000005670	ENSG00000180138	CSNK1A1L
ENSDARG00000004592	ENSG00000172209	GPR22
ENSDARG00000099724	ENSG00000054967	RELT
ENSDARG00000087635		
ENSDARG00000002217	ENSG00000153130	SCOC
ENSDARG00000079934		
ENSDARG00000093863		
ENSDARG00000053876	ENSG00000167487	KLHL26
ENSDARG00000016607	ENSG00000121310	ECHDC2
ENSDARG00000094546		
ENSDARG00000055129	ENSG00000198355	PIM3
ENSDARG00000039181	ENSG00000083067	TRPM3
ENSDARG00000019418	ENSG00000123700	KCNJ2
ENSDARG00000045928	ENSG00000041357	PSMA4
ENSDARG00000091095		
ENSDARG00000021833		
ENSDARG00000052165	ENSG00000106852	LHX6
ENSDARG00000008140	ENSG00000169282	KCNAB1
ENSDARG00000086493		
ENSDARG00000060682		
ENSDARG00000057665		
ENSDARG00000041110	ENSG00000163793	DNAJC5G
ENSDARG00000041110	ENSG00000102580	DNAJC3
ENSDARG00000041110	ENSG00000170464	DNAJC18
ENSDARG00000018738	ENSG00000086827	ZW10
ENSDARG00000028396	ENSG00000096060	FKBP5
ENSDARG00000038123	ENSG00000101335	MYL9
ENSDARG00000034330		
ENSDARG00000003899	ENSG00000184307	ZDHHC23
ENSDARG00000097302	ENSG00000182521	TBPL2
ENSDARG00000079416		
ENSDARG00000044491	ENSG00000112984	KIF20A
ENSDARG00000045039	ENSG00000153822	KCNJ16
ENSDARG00000004392	ENSG00000186891	TNFRSF18
ENSDARG00000004392	ENSG00000104689	TNFRSF10A
ENSDARG00000004392	ENSG00000157873	TNFRSF14
ENSDARG00000004392	ENSG00000120949	TNFRSF8
ENSDARG00000004392	ENSG00000111321	LTBR
ENSDARG00000004392	ENSG00000141655	TNFRSF11A
ENSDARG00000004392	ENSG00000173530	TNFRSF10D
ENSDARG00000004392	ENSG00000173535	TNFRSF10C
ENSDARG00000004392	ENSG00000215788	TNFRSF25
ENSDARG00000004392	ENSG00000120889	TNFRSF10B
ENSDARG00000004392	ENSG00000139193	CD27
ENSDARG00000004392	ENSG00000186827	TNFRSF4
ENSDARG00000028012	ENSG00000137364	TPMT
ENSDARG00000058162	ENSG00000102230	PCYT1B
ENSDARG00000004836	ENSG00000101152	DNAJC5
ENSDARG00000002750	ENSG00000025293	PHF20
ENSDARG00000077474	ENSG00000153246	PLA2R1
ENSDARG00000041414	ENSG00000104081	BMF
ENSDARG00000011635	ENSG00000260428	SCX
ENSDARG00000079276	ENSG00000215218	UBE2QL1
ENSDARG00000070852	ENSG00000154997	SEPTIN14
ENSDARG00000095963	ENSG00000182566	CLEC4G
ENSDARG00000095963	ENSG00000198178	CLEC4C
ENSDARG00000095963	ENSG00000111729	CLEC4A
ENSDARG00000095963	ENSG00000090659	CD209
ENSDARG00000095963	ENSG00000104938	CLEC4M
ENSDARG00000095963	ENSG00000116031	CD207
ENSDARG00000095963	ENSG00000166527	CLEC4D
ENSDARG00000095963	ENSG00000205846	CLEC6A
ENSDARG00000095963	ENSG00000104921	FCER2
ENSDARG00000104241		
ENSDARG00000079009	ENSG00000165029	ABCA1
ENSDARG00000062081	ENSG00000065882	TBC1D1
ENSDARG00000105630	ENSG00000136383	ALPK3
ENSDARG00000012899	ENSG00000105671	DDX49
ENSDARG00000040707	ENSG00000163528	CHCHD4
ENSDARG00000089958		
ENSDARG00000102060	ENSG00000149179	CSTPP1
ENSDARG00000019355	ENSG00000162377	COA7
ENSDARG00000089552		
ENSDARG00000075292	ENSG00000091536	MYO15A
ENSDARG00000078854	ENSG00000104723	TUSC3
ENSDARG00000068745		
ENSDARG00000062998	ENSG00000161031	PGLYRP2
ENSDARG00000037758	ENSG00000137462	TLR2
ENSDARG00000036998	ENSG00000134287	ARF3
ENSDARG00000055027	ENSG00000009830	POMT2
ENSDARG00000053535	ENSG00000136153	LMO7
ENSDARG00000060830	ENSG00000180921	FAM83H
ENSDARG00000103316		
ENSDARG00000036830		
ENSDARG00000008388	ENSG00000157227	MMP14
ENSDARG00000025505		
ENSDARG00000023330	ENSG00000136938	ANP32B
ENSDARG00000030700	ENSG00000171793	CTPS1
ENSDARG00000023526	ENSG00000100121	GGTLC2
ENSDARG00000023526	ENSG00000149435	GGTLC1
ENSDARG00000023526	ENSG00000100031	GGT1
ENSDARG00000023526	ENSG00000274252	GGTLC3
ENSDARG00000023771	ENSG00000166206	GABRB3
ENSDARG00000031427		
ENSDARG00000012450	ENSG00000062716	VMP1
ENSDARG00000060711	ENSG00000185518	SV2B
ENSDARG00000090931		
ENSDARG00000098057	ENSG00000177103	DSCAML1
ENSDARG00000096714		
ENSDARG00000102105	ENSG00000129562	DAD1
ENSDARG00000058218	ENSG00000162391	FAM151A
ENSDARG00000057452	ENSG00000140022	STON2
ENSDARG00000088959	ENSG00000160209	PDXK
