Gene stable ID	Gene name	Transcript stable ID	RefSeq mRNA predicted ID	Protein stable ID
ENSDARG00000102702	LRRN3	ENSDART00000161297	XM_009300056	ENSDARP00000131085
ENSDARG00000102702	LRRN3	ENSDART00000161297	XM_009300057	ENSDARP00000131085
ENSDARG00000025421	tdrd3	ENSDART00000179888	XM_005169411	ENSDARP00000149904
ENSDARG00000025421	tdrd3	ENSDART00000179888	XM_021479573	ENSDARP00000149904
ENSDARG00000025421	tdrd3	ENSDART00000179888	XM_005169413	ENSDARP00000149904
ENSDARG00000003157	nfkbil1	ENSDART00000059017	XM_005155451	ENSDARP00000059016
ENSDARG00000115540	cacng4a	ENSDART00000193671	XM_021477081	ENSDARP00000152488
ENSDARG00000088157	SMOC2	ENSDART00000126850	XM_017358851	ENSDARP00000108925
ENSDARG00000105074		ENSDART00000157805	XM_005164419	ENSDARP00000141844
ENSDARG00000099164	NACC1	ENSDART00000159966	XM_009299583	ENSDARP00000139423
ENSDARG00000099164	NACC1	ENSDART00000159966	XM_021474371	ENSDARP00000139423
ENSDARG00000099164	NACC1	ENSDART00000159966	XM_009299582	ENSDARP00000139423
ENSDARG00000099164	NACC1	ENSDART00000159966	XM_017354790	ENSDARP00000139423
ENSDARG00000098597		ENSDART00000170004	XM_017352051	ENSDARP00000140937
ENSDARG00000075685		ENSDART00000112441	XM_021479058	ENSDARP00000102225
ENSDARG00000075685		ENSDART00000112441	XM_021479059	ENSDARP00000102225
ENSDARG00000010514	CXCR5	ENSDART00000024213	XM_021467875	ENSDARP00000010091
ENSDARG00000099542		ENSDART00000158096	XM_005168655	ENSDARP00000130764
ENSDARG00000023495	ift74	ENSDART00000025183	XM_021476066	ENSDARP00000027867
ENSDARG00000023495	ift74	ENSDART00000025183	XM_021476068	ENSDARP00000027867
ENSDARG00000023495	ift74	ENSDART00000025183	XM_021476067	ENSDARP00000027867
ENSDARG00000100576		ENSDART00000160736	XM_021478088	ENSDARP00000140710
ENSDARG00000101452	SUSD2	ENSDART00000168643	XM_021476417	ENSDARP00000141875
ENSDARG00000053179	cttnbp2nla	ENSDART00000075172	XM_003198835	ENSDARP00000069657
ENSDARG00000098481	anxa1d	ENSDART00000180023	XM_021476151	ENSDARP00000147401
ENSDARG00000098481	anxa1d	ENSDART00000180023	XM_021476152	ENSDARP00000147401
ENSDARG00000116623		ENSDART00000172023	XM_021474828	ENSDARP00000134131
ENSDARG00000104027	si:ch211-207b24.4	ENSDART00000161251	XM_001335818	ENSDARP00000132973
ENSDARG00000104027	si:ch211-207b24.4	ENSDART00000161251	XM_009299712	ENSDARP00000132973
ENSDARG00000032650		ENSDART00000042928	XM_009297770	ENSDARP00000042927
ENSDARG00000114181	zgc:77614	ENSDART00000190246	XM_009304097	ENSDARP00000154967
ENSDARG00000057513	mdm4	ENSDART00000080201	XM_005172869	ENSDARP00000074651
ENSDARG00000017636	rnf167	ENSDART00000177026	XM_021476685	ENSDARP00000144043
ENSDARG00000017636	rnf167	ENSDART00000177026	XM_005165637	ENSDARP00000144043
ENSDARG00000017636	rnf167	ENSDART00000177026	XM_009302000	ENSDARP00000144043
ENSDARG00000057513	mdm4	ENSDART00000154813	XM_005172871	ENSDARP00000128053
ENSDARG00000107576	insyn2ab	ENSDART00000177801	XM_009293154	ENSDARP00000143689
ENSDARG00000032435	itga9	ENSDART00000045475	XM_021480544	ENSDARP00000045474
ENSDARG00000011066	glra3	ENSDART00000009777	XM_021477569	ENSDARP00000012434
ENSDARG00000098967	rabgap1	ENSDART00000167821	XM_017358005	ENSDARP00000133354
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357570	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357567	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_021478534	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357566	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357569	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_021478532	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357568	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357565	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_017357571	ENSDARP00000145483
ENSDARG00000110298	mbd4	ENSDART00000193678	XM_021478535	ENSDARP00000145483
ENSDARG00000099984		ENSDART00000163963	XM_021468960	ENSDARP00000136626
ENSDARG00000112844		ENSDART00000187186	XM_017352591	ENSDARP00000156817
ENSDARG00000102963	sirt6	ENSDART00000163115	XM_021479674	ENSDARP00000134988
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_009307259	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_005156688	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_005156690	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_005156689	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_009307260	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_021480666	ENSDARP00000074197
ENSDARG00000057141	zgc:110045	ENSDART00000079745	XM_009307261	ENSDARP00000074197
ENSDARG00000102963	sirt6	ENSDART00000186967	XM_021479677	ENSDARP00000155538
ENSDARG00000102963	sirt6	ENSDART00000186967	XM_021479673	ENSDARP00000155538
ENSDARG00000099500	clec3bb	ENSDART00000169053	XM_003200521	ENSDARP00000131440
ENSDARG00000103148	nectin4b	ENSDART00000161920	XM_001334949	ENSDARP00000130733
ENSDARG00000089893		ENSDART00000185958	XM_009296539	ENSDARP00000156023
ENSDARG00000098747		ENSDART00000160672	XM_021470414	ENSDARP00000139175
ENSDARG00000052182	rbfox2	ENSDART00000073985	XM_021476829	ENSDARP00000068474
ENSDARG00000052182	rbfox2	ENSDART00000073985	XM_021476827	ENSDARP00000068474
ENSDARG00000052182	rbfox2	ENSDART00000073985	XM_021476826	ENSDARP00000068474
ENSDARG00000052182	rbfox2	ENSDART00000073985	XM_021476828	ENSDARP00000068474
ENSDARG00000090544		ENSDART00000122174	XM_021468401	ENSDARP00000111362
ENSDARG00000089800	prr7	ENSDART00000130790	XM_005173879	ENSDARP00000104769
ENSDARG00000089800	prr7	ENSDART00000130790	XM_005173878	ENSDARP00000104769
ENSDARG00000111916		ENSDART00000186300	XM_009298403	ENSDARP00000147465
ENSDARG00000073936		ENSDART00000110490	XM_001921696	ENSDARP00000099251
ENSDARG00000020085	slc33a1	ENSDART00000015079	XM_005159215	ENSDARP00000011566
ENSDARG00000020085	slc33a1	ENSDART00000015079	XM_021467625	ENSDARP00000011566
ENSDARG00000020085	slc33a1	ENSDART00000015079	XM_021467624	ENSDARP00000011566
ENSDARG00000078157	SLC18A1	ENSDART00000110885	XM_021478484	ENSDARP00000100785
ENSDARG00000062893	si:dkey-103i16.6	ENSDART00000099777	XM_005169935	ENSDARP00000090550
ENSDARG00000105127	si:ch211-155e24.3	ENSDART00000171264	XM_021478530	ENSDARP00000139008
ENSDARG00000104722	myl2a	ENSDART00000167473	XM_003198563	ENSDARP00000133867
ENSDARG00000079325		ENSDART00000078237	XM_021469453	ENSDARP00000072699
ENSDARG00000079325		ENSDART00000078237	XM_021469454	ENSDARP00000072699
ENSDARG00000036844	tsen54	ENSDART00000053482	XM_021470741	ENSDARP00000053481
ENSDARG00000036844	tsen54	ENSDART00000053482	XM_021470729	ENSDARP00000053481
ENSDARG00000036844	tsen54	ENSDART00000053482	XM_021470735	ENSDARP00000053481
ENSDARG00000036844	tsen54	ENSDART00000053482	XM_021470738	ENSDARP00000053481
ENSDARG00000114388	rbbp6l	ENSDART00000190604	XM_017357494	ENSDARP00000146819
ENSDARG00000114388	rbbp6l	ENSDART00000190604	XM_017357495	ENSDARP00000146819
ENSDARG00000113609	TMEM164	ENSDART00000187201	XM_021469256	ENSDARP00000147399
ENSDARG00000091660	fgfbp1b	ENSDART00000128918	XM_021476334	ENSDARP00000105647
ENSDARG00000114291	zgc:77614	ENSDART00000164942	XM_009304105	ENSDARP00000141245
ENSDARG00000114291	zgc:77614	ENSDART00000164942	XM_001923588	ENSDARP00000141245
ENSDARG00000013828	snx13	ENSDART00000020497	XM_021468237	ENSDARP00000021266
ENSDARG00000013828	snx13	ENSDART00000020497	XM_021468240	ENSDARP00000021266
ENSDARG00000013828	snx13	ENSDART00000020497	XM_021468238	ENSDARP00000021266
ENSDARG00000013828	snx13	ENSDART00000020497	XM_021468239	ENSDARP00000021266
ENSDARG00000087601	GPR153	ENSDART00000143780	XM_021478489	ENSDARP00000118875
ENSDARG00000087601	GPR153	ENSDART00000143780	XM_009304262	ENSDARP00000118875
ENSDARG00000087601	GPR153	ENSDART00000143780	XM_009304260	ENSDARP00000118875
ENSDARG00000111388		ENSDART00000189813	XM_017355122	ENSDARP00000154595
ENSDARG00000099292		ENSDART00000159392	XM_009299721	ENSDARP00000141613
ENSDARG00000099292		ENSDART00000159392	XM_005163789	ENSDARP00000141613
ENSDARG00000099292		ENSDART00000159392	XM_009299722	ENSDARP00000141613
ENSDARG00000099292		ENSDART00000159392	XM_001333039	ENSDARP00000141613
ENSDARG00000103034		ENSDART00000160919	XM_017351567	ENSDARP00000137324
ENSDARG00000103034		ENSDART00000160919	XM_021467034	ENSDARP00000137324
ENSDARG00000020176	zbtb22a	ENSDART00000011890	XM_009293916	ENSDARP00000015726
ENSDARG00000091618		ENSDART00000123804	XM_021478541	ENSDARP00000109883
ENSDARG00000112483	rnf168	ENSDART00000185583	XM_021481347	ENSDARP00000154968
ENSDARG00000069968	pcsk7	ENSDART00000154594	XM_021481321	ENSDARP00000128034
ENSDARG00000059888	ago3a	ENSDART00000083777	XM_009292707	ENSDARP00000078212
ENSDARG00000053232	itgb1b.1	ENSDART00000148633	XM_005171390	ENSDARP00000124046
ENSDARG00000105503	FNDC3A	ENSDART00000172842	XM_021466300	ENSDARP00000142394
ENSDARG00000105503	FNDC3A	ENSDART00000172842	XM_021466301	ENSDARP00000142394
ENSDARG00000001950	ak1	ENSDART00000013404	XM_005168683	ENSDARP00000013777
ENSDARG00000001950	ak1	ENSDART00000013404	XM_009302056	ENSDARP00000013777
ENSDARG00000001950	ak1	ENSDART00000013404	XM_017356070	ENSDARP00000013777
ENSDARG00000090219	wdr45	ENSDART00000190653	XM_005169234	ENSDARP00000149996
ENSDARG00000111920	CPLX1	ENSDART00000088912	XM_005173341	ENSDARP00000083345
ENSDARG00000111920	CPLX1	ENSDART00000088912	XM_686443	ENSDARP00000083345
ENSDARG00000001950	ak1	ENSDART00000187767	XM_005168682	ENSDARP00000155560
ENSDARG00000113525	fgf12b	ENSDART00000090596	XM_005169730	ENSDARP00000085029
ENSDARG00000113525	fgf12b	ENSDART00000090596	XM_005169728	ENSDARP00000085029
ENSDARG00000113525	fgf12b	ENSDART00000090596	XM_005169729	ENSDARP00000085029
ENSDARG00000116712		ENSDART00000192124	XM_017351287	ENSDARP00000152393
ENSDARG00000099874	agap2	ENSDART00000159560	XM_009297046	ENSDARP00000130101
ENSDARG00000099874	agap2	ENSDART00000159560	XM_009297049	ENSDARP00000130101
ENSDARG00000099874	agap2	ENSDART00000159560	XM_009297048	ENSDARP00000130101
ENSDARG00000099874	agap2	ENSDART00000159560	XM_009297047	ENSDARP00000130101
ENSDARG00000103337		ENSDART00000162764	XM_021478780	ENSDARP00000139145
ENSDARG00000110481		ENSDART00000191542	XM_017352940	ENSDARP00000149985
ENSDARG00000086481	MOGAT1	ENSDART00000129138	XM_021470057	ENSDARP00000112295
ENSDARG00000109769		ENSDART00000182197	XM_021469873	ENSDARP00000147665
ENSDARG00000109769		ENSDART00000182197	XM_021469875	ENSDARP00000147665
ENSDARG00000109769		ENSDART00000182197	XM_021469874	ENSDARP00000147665
ENSDARG00000061660		ENSDART00000088168	XM_017353900	ENSDARP00000082601
ENSDARG00000102761	zbtb42	ENSDART00000159458	XM_005158562	ENSDARP00000137374
ENSDARG00000102761	zbtb42	ENSDART00000159458	XM_017351728	ENSDARP00000137374
ENSDARG00000063670	gtf2a1l	ENSDART00000093222	XM_017358801	ENSDARP00000087654
ENSDARG00000067567	SLC6A13	ENSDART00000097256	XM_002667362	ENSDARP00000088027
ENSDARG00000115962		ENSDART00000183128	XM_021476368	ENSDARP00000154582
ENSDARG00000033355	zgc:101699	ENSDART00000050658	XM_005165010	ENSDARP00000050657
ENSDARG00000033355	zgc:101699	ENSDART00000050658	XM_021476132	ENSDARP00000050657
ENSDARG00000087489	fam124b	ENSDART00000126253	XM_696179	ENSDARP00000109776
ENSDARG00000087489	fam124b	ENSDART00000126253	XM_009291410	ENSDARP00000109776
ENSDARG00000098162	zgc:77748	ENSDART00000166806	XM_009299220	ENSDARP00000132641
ENSDARG00000105022	KCNJ10	ENSDART00000157939	XM_009298954	ENSDARP00000133483
ENSDARG00000103672	cirbpa	ENSDART00000164102	XM_017358434	ENSDARP00000134395
ENSDARG00000075948	slco4a1	ENSDART00000111929	XM_691171	ENSDARP00000099049
ENSDARG00000068453		ENSDART00000099016	XM_021479924	ENSDARP00000089788
ENSDARG00000090942		ENSDART00000130126	XM_005165008	ENSDARP00000106119
ENSDARG00000104005	slc4a3	ENSDART00000160285	XM_021478596	ENSDARP00000133458
ENSDARG00000104005	slc4a3	ENSDART00000160285	XM_009304961	ENSDARP00000133458
ENSDARG00000104005	slc4a3	ENSDART00000160285	XM_021478597	ENSDARP00000133458
ENSDARG00000101611	HUS1B	ENSDART00000159076	XM_021470872	ENSDARP00000141898
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467606	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467604	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467603	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467607	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467605	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467602	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467609	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467616	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467614	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467613	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467615	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467612	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_017351998	ENSDARP00000115392
ENSDARG00000094590	c2cd5	ENSDART00000142755	XM_021467617	ENSDARP00000115392
ENSDARG00000095605		ENSDART00000142868	XM_003198512	ENSDARP00000120791
ENSDARG00000094590	c2cd5	ENSDART00000167781	XM_021467610	ENSDARP00000134327
ENSDARG00000104186	fbxo43	ENSDART00000157641	XM_021466646	ENSDARP00000130052
ENSDARG00000110016	MSC	ENSDART00000184267	XM_679187	ENSDARP00000150948
ENSDARG00000104186	fbxo43	ENSDART00000159540	XM_021466645	ENSDARP00000141697
ENSDARG00000094590	c2cd5	ENSDART00000162398	XM_021467608	ENSDARP00000139855
ENSDARG00000094590	c2cd5	ENSDART00000162398	XM_021467611	ENSDARP00000139855
ENSDARG00000094590	c2cd5	ENSDART00000162398	XM_021467618	ENSDARP00000139855
ENSDARG00000094590	c2cd5	ENSDART00000162398	XM_017352001	ENSDARP00000139855
ENSDARG00000094590	c2cd5	ENSDART00000162398	XM_017352000	ENSDARP00000139855
ENSDARG00000114472		ENSDART00000193244	XM_021479286	ENSDARP00000147381
ENSDARG00000114472		ENSDART00000193244	XM_002663503	ENSDARP00000147381
ENSDARG00000098311		ENSDART00000167851	XM_021475185	ENSDARP00000134419
ENSDARG00000106745		ENSDART00000176178	XM_021466327	ENSDARP00000143629
ENSDARG00000076766	zgc:163061	ENSDART00000109720	XM_017357169	ENSDARP00000097572
ENSDARG00000103285	CCDC134	ENSDART00000160320	XM_003201673	ENSDARP00000135836
ENSDARG00000103285	CCDC134	ENSDART00000160320	XM_021470909	ENSDARP00000135836
ENSDARG00000077934	tegt	ENSDART00000173151	XM_009305712	ENSDARP00000142335
ENSDARG00000077934	tegt	ENSDART00000173151	XM_002663672	ENSDARP00000142335
ENSDARG00000101939		ENSDART00000172696	XM_017353353	ENSDARP00000134831
ENSDARG00000060248	fgd4b	ENSDART00000084691	XM_001332228	ENSDARP00000079126
ENSDARG00000060248	fgd4b	ENSDART00000084691	XM_021475195	ENSDARP00000079126
ENSDARG00000032157	grk6	ENSDART00000027459	XM_684691	ENSDARP00000022046
ENSDARG00000016080	nob1	ENSDART00000151727	XM_678662	ENSDARP00000125998
ENSDARG00000016080	nob1	ENSDART00000151727	XM_021467739	ENSDARP00000125998
ENSDARG00000016080	nob1	ENSDART00000151727	XM_009293382	ENSDARP00000125998
ENSDARG00000059083	ppp2r5ca	ENSDART00000082101	XM_001344835	ENSDARP00000076538
ENSDARG00000101308	smug1	ENSDART00000162167	XM_017358266	ENSDARP00000137721
ENSDARG00000100322	fut10	ENSDART00000161506	XM_009297433	ENSDARP00000135630
ENSDARG00000100322	fut10	ENSDART00000181304	XM_005155462	ENSDARP00000155202
ENSDARG00000104817	pyroxd1	ENSDART00000172108	XM_009300976	ENSDARP00000132565
ENSDARG00000069904		ENSDART00000030004	XM_017353774	ENSDARP00000029048
ENSDARG00000101721		ENSDART00000166196	XM_021468209	ENSDARP00000139902
ENSDARG00000074572	g3bp2b	ENSDART00000102011	XM_021469775	ENSDARP00000092787
ENSDARG00000107534	erich2	ENSDART00000178545	XM_009302107	ENSDARP00000153794
ENSDARG00000107534	erich2	ENSDART00000178545	XM_009302108	ENSDARP00000153794
ENSDARG00000107534	erich2	ENSDART00000178545	XM_009302106	ENSDARP00000153794
ENSDARG00000107534	erich2	ENSDART00000178545	XM_009302109	ENSDARP00000153794
ENSDARG00000107534	erich2	ENSDART00000178545	XM_021476889	ENSDARP00000153794
ENSDARG00000115189		ENSDART00000183366	XM_021480350	ENSDARP00000148647
ENSDARG00000100199		ENSDART00000186262	XM_003197977	ENSDARP00000150717
ENSDARG00000109596	paox	ENSDART00000190181	XM_021480201	ENSDARP00000155193
ENSDARG00000087611		ENSDART00000126006	XM_683161	ENSDARP00000104465
ENSDARG00000087611		ENSDART00000126006	XM_005170101	ENSDARP00000104465
ENSDARG00000100862	gprc5c	ENSDART00000160646	XM_005156382	ENSDARP00000134749
ENSDARG00000079530		ENSDART00000108581	XM_009292212	ENSDARP00000103750
ENSDARG00000079530		ENSDART00000108581	XM_001336948	ENSDARP00000103750
ENSDARG00000079530		ENSDART00000108581	XM_017351485	ENSDARP00000103750
ENSDARG00000060200	rgs14b	ENSDART00000084559	XM_017353053	ENSDARP00000078994
ENSDARG00000060200	rgs14b	ENSDART00000084559	XM_017353052	ENSDARP00000078994
ENSDARG00000116627		ENSDART00000193272	XM_003200813	ENSDARP00000153539
ENSDARG00000074274	polr2ea	ENSDART00000113964	XM_002660977	ENSDARP00000098657
ENSDARG00000103817		ENSDART00000158429	XM_003200505	ENSDARP00000138796
ENSDARG00000070151	nfyc	ENSDART00000183436	XM_009294382	ENSDARP00000156799
ENSDARG00000070151	nfyc	ENSDART00000183436	XM_009294380	ENSDARP00000156799
ENSDARG00000070151	nfyc	ENSDART00000183436	XM_009294381	ENSDARP00000156799
ENSDARG00000070151	nfyc	ENSDART00000183436	XM_021467996	ENSDARP00000156799
ENSDARG00000070151	nfyc	ENSDART00000166422	XM_009294374	ENSDARP00000133372
ENSDARG00000070151	nfyc	ENSDART00000166422	XM_009294376	ENSDARP00000133372
ENSDARG00000070151	nfyc	ENSDART00000191058	XM_009294377	ENSDARP00000157483
ENSDARG00000070151	nfyc	ENSDART00000191058	XM_009294378	ENSDARP00000157483
ENSDARG00000070151	nfyc	ENSDART00000191058	XM_021467995	ENSDARP00000157483
ENSDARG00000070151	nfyc	ENSDART00000191058	XM_009294379	ENSDARP00000157483
ENSDARG00000070151	nfyc	ENSDART00000151605	XM_009294375	ENSDARP00000126159
ENSDARG00000005913		ENSDART00000041912	XM_001331878	ENSDARP00000041911
ENSDARG00000104730	mhc2d8.35b2	ENSDART00000159361	XM_009304129	ENSDARP00000137499
ENSDARG00000087688	KLHL29	ENSDART00000185227	XM_003200753	ENSDARP00000147420
ENSDARG00000114159		ENSDART00000181498	XM_009293940	ENSDARP00000152454
ENSDARG00000114159		ENSDART00000181498	XM_009293941	ENSDARP00000152454
ENSDARG00000114159		ENSDART00000181498	XM_001338873	ENSDARP00000152454
ENSDARG00000114159		ENSDART00000181498	XM_009293942	ENSDARP00000152454
ENSDARG00000005645	robo3	ENSDART00000186456	XM_005172638	ENSDARP00000157596
ENSDARG00000005645	robo3	ENSDART00000186456	XM_005172636	ENSDARP00000157596
ENSDARG00000101274		ENSDART00000190438	XM_021475684	ENSDARP00000145240
ENSDARG00000005645	robo3	ENSDART00000024778	XM_017357931	ENSDARP00000003540
ENSDARG00000040535	csgalnact1a	ENSDART00000059322	XM_001333443	ENSDARP00000059321
ENSDARG00000100274	WDR7	ENSDART00000182461	XM_017352997	ENSDARP00000148891
ENSDARG00000005645	robo3	ENSDART00000023575	XM_005172637	ENSDARP00000027377
ENSDARG00000100252	capzb	ENSDART00000163198	XM_009295745	ENSDARP00000140899
ENSDARG00000100252	capzb	ENSDART00000163198	XM_009295746	ENSDARP00000140899
ENSDARG00000101621		ENSDART00000180740	XM_017354572	ENSDARP00000151881
ENSDARG00000026246		ENSDART00000064679	XM_688840	ENSDARP00000064678
ENSDARG00000076638	mex3a	ENSDART00000115244	XM_009292667	ENSDARP00000098515
ENSDARG00000039516	c8a	ENSDART00000132500	XM_009296648	ENSDARP00000115822
ENSDARG00000099154		ENSDART00000163107	XM_009298284	ENSDARP00000137966
ENSDARG00000034086	zgc:65895	ENSDART00000050457	XM_017356454	ENSDARP00000050456
ENSDARG00000078362	tnca	ENSDART00000112856	XM_009301159	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_009301158	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_021476383	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_021476384	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_021476382	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_021476385	ENSDARP00000098154
ENSDARG00000078362	tnca	ENSDART00000112856	XM_009301160	ENSDARP00000098154
ENSDARG00000099431	med24	ENSDART00000157919	XM_009306486	ENSDARP00000132097
ENSDARG00000062341	WFS1	ENSDART00000090025	XM_690160	ENSDARP00000084458
ENSDARG00000004051	cyp7a1b	ENSDART00000012822	XM_682404	ENSDARP00000007208
ENSDARG00000077179	ccdc83	ENSDART00000111620	XM_009305350	ENSDARP00000103987
ENSDARG00000077179	ccdc83	ENSDART00000111620	XM_009305349	ENSDARP00000103987
ENSDARG00000077179	ccdc83	ENSDART00000111620	XM_009305353	ENSDARP00000103987
ENSDARG00000077179	ccdc83	ENSDART00000111620	XM_009305348	ENSDARP00000103987
ENSDARG00000077179	ccdc83	ENSDART00000111620	XM_009305351	ENSDARP00000103987
ENSDARG00000101188	rab11fip5b	ENSDART00000168270	XM_017359168	ENSDARP00000134520
ENSDARG00000101188	rab11fip5b	ENSDART00000168270	XM_017359169	ENSDARP00000134520
ENSDARG00000055334	zmp:0000000652	ENSDART00000106092	XM_001344701	ENSDARP00000096870
ENSDARG00000079107		ENSDART00000165732	XM_691681	ENSDARP00000137337
ENSDARG00000102729	SAMD9	ENSDART00000167123	XM_017352227	ENSDARP00000136031
